"title","year","length","budget","rating","votes","mpaa","Action","Animation","Comedy","Drama","Documentary","Romance","Short"
"Bambi",1942,70,NA,7.5,9197,"",0,1,0,1,0,0,0
"Bambi Meets Godzilla",1969,2,NA,7.3,1814,"",0,1,1,0,0,0,1
"Bamboozled",2000,135,10000000,6.3,2356,"R",0,0,1,1,0,0,0
"Bananas",1971,82,2000000,7.1,4252,"PG-13",0,0,1,0,0,0,0
"Band Wagon, The",1953,111,2169120,7.5,1207,"",0,0,1,0,0,0,0
"Bandits",1997,110,NA,6.3,1065,"R",0,0,0,1,0,0,0
"Bandits",2001,123,80000000,6.7,12382,"PG-13",0,0,1,1,0,1,0
"Bang Boom Bang - Ein todsicheres Ding",1999,110,NA,7.2,1207,"",1,0,1,0,0,0,0
"Bang the Drum Slowly",1973,96,NA,7,1010,"",0,0,0,1,0,0,0
"Banger Sisters, The",2002,98,10000000,5.6,3189,"R",0,0,1,1,0,0,0
"Bank Dick, The",1940,72,NA,7.5,1227,"",0,0,1,0,0,0,0
"Baraka",1992,96,NA,7.7,2987,"",0,0,0,0,1,0,0
"Barb Wire",1996,109,NA,3.2,5221,"",1,0,0,1,0,0,0
"Barbarella",1968,98,9000000,5.6,4653,"",0,0,0,0,0,0,0
"Barbershop",2002,102,12000000,6.6,4943,"PG-13",0,0,1,1,0,0,0
"Barbershop 2: Back in Business",2004,106,18000000,5.7,1580,"PG-13",0,0,1,0,0,0,0
"Barcelona",1994,101,3200000,6.6,1570,"",0,0,1,1,0,1,0
"Barefoot Contessa, The",1954,128,NA,6.9,1066,"",0,0,0,1,0,1,0
"Barefoot in the Park",1967,104,NA,6.8,1960,"",0,0,1,0,0,1,0
"Barfly",1987,97,NA,6.6,2073,"",0,0,1,1,0,1,0
"Barry Lyndon",1975,184,11000000,8,12285,"",0,0,0,1,0,1,0
"Barton Fink",1991,116,9000000,7.5,10223,"",0,0,0,1,0,0,0
"Basic",2003,98,50000000,6.2,8370,"R",0,0,0,1,0,0,0
"Basic Instinct",1992,128,49000000,6.7,19520,"R",0,0,0,0,0,0,0
"Basket Case",1982,86,NA,5.7,1028,"",0,0,1,0,0,0,0
"Basketball Diaries, The",1995,102,NA,6.6,6280,"R",0,0,0,1,0,0,0
"Basquiat",1996,108,NA,6.6,3126,"R",0,0,0,1,0,0,0
"Bat*21",1988,105,NA,6.3,1384,"",0,0,0,1,0,0,0
"Batman",1989,126,35000000,7.4,35927,"",1,0,0,0,0,0,0
"Batman & Robin",1997,125,110000000,3.6,28457,"PG-13",1,0,0,0,0,0,0
"Batman Forever",1995,122,100000000,5.4,24025,"PG-13",1,0,0,0,0,1,0
"Batman Returns",1992,126,80000000,6.5,23010,"",1,0,0,0,0,1,0
"Batman: Mask of the Phantasm",1993,76,NA,6.9,2419,"",1,1,0,1,0,0,0
"Batoru rowaiaru",2000,122,4500000,7.9,12138,"",1,0,0,1,0,0,0
"Batoru rowaiaru II: Rekuiemu",2003,155,9000000,4.8,2117,"",1,0,0,0,0,0,0
"Battaglia di Algeri, La",1965,117,NA,8.4,2023,"",0,0,0,1,0,0,0
"Battement d'ailes du papillon, Le",2000,97,NA,7.1,1014,"",0,0,1,1,0,0,0
"Battle Beyond the Stars",1980,104,2000000,4.9,1059,"",0,0,0,0,0,0,0
"Battle for the Planet of the Apes",1973,96,1800000,4.9,2335,"",1,0,0,1,0,0,0
"Battle of Britain",1969,151,12000000,6.7,1728,"",1,0,0,1,0,0,0
"Battle of the Bulge",1965,212,NA,6.5,1423,"",1,0,0,1,0,0,0
"Battlefield Earth: A Saga of the Year 3000",2000,119,73000000,2.4,14970,"PG-13",1,0,0,0,0,0,0
"Be Cool",2005,118,53000000,5.5,4560,"PG-13",0,0,1,0,0,0,0
"Beach, The",2000,119,50000000,5.8,15020,"R",0,0,0,1,0,0,0
"Beaches",1988,123,NA,6.2,3876,"",0,0,1,1,0,0,0
"Bean",1997,90,22000000,5.4,9018,"PG-13",0,0,1,0,0,0,0
"Beast of War, The",1988,111,NA,6.9,1073,"",0,0,0,1,0,0,0
"Beastmaster, The",1982,90,NA,5.4,2506,"",1,0,0,0,0,0,0
"Beat the Devil",1953,100,1000000,6.6,1034,"",0,0,1,1,0,1,0
"Beautician and the Beast, The",1997,118,NA,4.9,1213,"PG",0,0,1,0,0,1,0
"Beautiful Girls",1996,112,NA,7.1,7452,"R",0,0,1,1,0,1,0
"Beautiful Mind, A",2001,135,60000000,7.8,43291,"PG-13",0,0,0,1,0,0,0
"Beautiful Thing",1996,90,NA,7.5,4409,"R",0,0,0,1,0,1,0
"Beauty and the Beast",1991,90,NA,7.8,25672,"",0,1,0,0,0,1,0
"Beavis and Butt-Head Do America",1996,81,12000000,6.2,9491,"PG-13",0,1,1,0,0,0,0
"Becket",1964,148,3000000,8,1538,"",0,0,0,1,0,0,0
"Bed of Roses",1996,87,NA,5.9,2049,"PG",0,0,0,1,0,1,0
"Bedazzled",1967,104,NA,6.8,1525,"",0,0,1,0,0,0,0
"Bedazzled",2000,93,48000000,5.9,11439,"PG-13",0,0,1,0,0,0,0
"Bedknobs and Broomsticks",1971,139,20000000,6.5,2614,"",0,1,0,0,0,0,0
"Beethoven",1992,87,NA,5.1,4039,"",0,0,1,0,0,0,0
"Beethoven's 2nd",1993,89,NA,4.1,1995,"",0,0,1,0,0,0,0
"Beetle Juice",1988,92,15000000,7.1,20966,"",0,0,1,0,0,0,0
"Before Night Falls",2000,133,NA,7.2,3608,"R",0,0,0,1,0,0,0
"Before Sunrise",1995,105,2500000,7.8,9618,"",0,0,0,1,0,1,0
"Before Sunset",2004,80,10000000,8.3,8789,"R",0,0,0,1,0,1,0
"Before and After",1996,108,NA,5.9,1444,"",0,0,0,1,0,0,0
"Before the Rain",1994,113,NA,7.6,2047,"",0,0,0,1,0,0,0
"Beguiled, The",1971,105,NA,7,1238,"",0,0,0,1,0,0,0
"Behind Enemy Lines",2001,106,40000000,6.1,10856,"PG-13",1,0,0,1,0,0,0
"Being John Malkovich",1999,113,13000000,7.9,55079,"",0,0,1,1,0,0,0
"Being Julia",2004,104,18000000,7.2,1671,"R",0,0,1,1,0,0,0
"Being There",1979,130,NA,8,10521,"",0,0,1,1,0,0,0
"Believer, The",2001,98,NA,7.3,3327,"R",0,0,0,1,0,0,0
"Bell Book and Candle",1958,106,NA,6.8,1324,"",0,0,1,0,0,1,0
"Bella Martha",2001,109,NA,7.4,1585,"PG",0,0,1,1,0,1,0
"Belle de jour",1967,101,NA,7.5,3584,"",0,0,0,1,0,0,0
"Belle epoque",1992,109,NA,7.2,2248,"",0,0,1,0,0,1,0
"Belly",1998,96,10000000,4.5,1034,"R",0,0,0,1,0,0,0
"Beloved",1998,172,53000000,5.6,1934,"R",0,0,0,1,0,0,0
"Below",2002,105,NA,6.3,3175,"R",0,0,0,0,0,0,0
"Ben-Hur",1959,214,15000000,8.1,21031,"",1,0,0,1,0,1,0
"Bend It Like Beckham",2002,115,NA,7.3,14437,"PG-13",0,0,1,1,0,1,0
"Beneath the Planet of the Apes",1970,95,3000000,5.8,3568,"",1,0,0,1,0,0,0
"Benny & Joon",1993,98,NA,6.7,7201,"",0,0,1,0,0,1,0
"Beowulf",1999,99,20000000,3.7,2058,"R",1,0,0,0,0,0,0
"Best Defense",1984,94,NA,3.3,1303,"",0,0,1,0,0,0,0
"Best Laid Plans",1999,92,7000000,6.3,1795,"R",0,0,0,1,0,0,0
"Best Little Whorehouse in Texas, The",1982,114,NA,5,1670,"",0,0,1,0,0,0,0
"Best Years of Our Lives, The",1946,172,2100000,8.4,6138,"",0,0,0,1,0,1,0
"Best in Show",2000,90,6000000,7.5,11790,"PG-13",0,0,1,0,0,0,0
"Best of the Best",1989,97,NA,5.3,1168,"",1,0,0,1,0,0,0
"Better Luck Tomorrow",2002,98,250000,7.3,2697,"R",0,0,0,1,0,0,0
"Better Off Dead...",1985,97,NA,7.2,8109,"",0,0,1,0,0,1,0
"Better Than Chocolate",1999,102,NA,6.3,1513,"R",0,0,1,0,0,1,0
"Beverly Hillbillies, The",1993,92,NA,4.3,2651,"",0,0,1,0,0,0,0
"Beverly Hills Cop",1984,105,15000000,7.1,16360,"",1,0,1,0,0,0,0
"Beverly Hills Cop II",1987,100,20000000,5.8,10446,"",1,0,1,0,0,0,0
"Beverly Hills Cop III",1994,104,50000000,4.7,6519,"",1,0,1,0,0,0,0
"Beverly Hills Ninja",1997,88,NA,4.7,3468,"PG-13",1,0,1,0,0,0,0
"Bewegte Mann, Der",1994,93,NA,6.7,1492,"",0,0,1,0,0,0,0
"Beyond Borders",2003,127,35000000,5.4,1905,"R",0,0,0,1,0,1,0
"Beyond Rangoon",1995,100,23000000,6.4,1285,"R",0,0,0,1,0,0,0
"Beyond the Mat",1999,108,500000,7.3,2243,"R",0,0,0,0,1,0,0
"Beyond the Sea",2004,118,24000000,6.7,1051,"PG-13",0,0,0,1,0,0,0
"Beyond the Valley of the Dolls",1970,111,900000,5.4,1575,"",0,0,1,1,0,0,0
"Bicentennial Man",1999,132,100000000,6.2,8925,"PG",0,0,0,1,0,1,0
"Big",1988,104,18000000,7.2,18660,"",0,0,1,0,0,0,0
"Big Bounce, The",2004,88,50000000,4.7,2505,"PG-13",0,0,1,0,0,0,0
"Big Business",1988,97,NA,5.7,1773,"",0,0,1,0,0,0,0
"Big Chill, The",1983,105,NA,7.1,6401,"",0,0,1,1,0,0,0
"Big Country, The",1958,165,NA,7.5,1793,"",0,0,0,1,0,1,0
"Big Daddy",1999,93,34200000,5.9,18258,"PG-13",0,0,1,0,0,0,0
"Big Easy, The",1987,108,NA,6.6,2956,"",1,0,0,1,0,1,0
"Big Fat Liar",2002,88,15000000,5.5,2453,"PG",0,0,1,0,0,0,0
"Big Fish",2003,125,70000000,8.1,31525,"PG-13",0,0,1,1,0,0,0
"Big Heat, The",1953,89,NA,7.8,1645,"",0,0,0,1,0,0,0
"Big Hit, The",1998,91,13000000,5.7,6206,"R",1,0,1,0,0,0,0
"Big Jake",1971,110,NA,6.6,1139,"PG-13",1,0,0,0,0,0,0
"Big Kahuna, The",1999,90,NA,6.6,3724,"R",0,0,1,1,0,0,0
"Big Lebowski, The",1998,117,15000000,8,50179,"R",0,0,1,0,0,0,0
"Big Momma's House",2000,98,30000000,4.7,7509,"PG-13",0,0,1,0,0,0,0
"Big Night",1996,107,NA,7.3,4563,"R",0,0,0,1,0,0,0
"Big One, The",1997,91,NA,7.5,2395,"PG-13",0,0,1,0,1,0,0
"Big Picture, The",1989,100,5000000,6.4,1124,"",0,0,1,1,0,1,0
"Big Red One, The",1980,158,NA,7.1,1838,"R",1,0,0,1,0,0,0
"Big Sleep, The",1946,116,NA,8.3,9980,"",0,0,0,0,0,0,0
"Big Top Pee-wee",1988,86,NA,4.5,1767,"",0,0,1,0,0,0,0
"Big Trouble",2002,85,40000000,6.4,4088,"PG-13",0,0,1,0,0,0,0
"Big Trouble in Little China",1986,99,25000000,6.7,10803,"",1,0,1,0,0,0,0
"Biker Boyz",2003,110,NA,4,1580,"PG-13",1,0,0,1,0,0,0
"Bill & Ted's Bogus Journey",1991,93,20000000,5.6,8152,"",0,0,1,0,0,0,0
"Bill & Ted's Excellent Adventure",1989,90,10000000,6.6,12277,"",0,0,1,0,0,0,0
"Billy Bathgate",1991,106,NA,5.7,2431,"",0,0,0,1,0,0,0
"Billy Elliot",2000,110,5000000,7.7,16725,"R",0,0,0,1,0,0,0
"Billy Madison",1995,89,NA,6.1,11626,"PG-13",0,0,1,0,0,0,0
"Billy's Hollywood Screen Kiss",1998,92,NA,6.5,1129,"R",0,0,1,0,0,1,0
"Biloxi Blues",1988,106,NA,6.5,3415,"",0,0,1,1,0,0,0
"Bio-Dome",1996,91,NA,3.7,4310,"PG-13",0,0,1,0,0,0,0
"Bird",1988,161,9000000,7.1,1243,"",0,0,0,1,0,0,0
"Bird on a Wire",1990,110,NA,5.3,5090,"",1,0,1,0,0,1,0
"Birdcage, The",1996,117,NA,6.5,12429,"R",0,0,1,1,0,0,0
"Birdman of Alcatraz",1962,147,NA,7.6,2179,"",0,0,0,1,0,0,0
"Birds, The",1963,119,2500000,7.8,20072,"",0,0,0,1,0,0,0
"Birdy",1984,120,NA,7.2,3575,"",0,0,0,1,0,0,0
"Birth",2004,100,20000000,6,2600,"R",0,0,0,1,0,1,0
"Birth of a Nation, The",1915,125,110000,7.1,2617,"",0,0,0,1,0,0,0
"Birthday Girl",2001,93,13000000,6.1,5340,"R",0,0,1,1,0,1,0
"Bis ans Ende der Welt",1991,158,NA,6.5,2065,"",0,0,0,1,0,0,0
"Bishop's Wife, The",1947,109,NA,7.6,2001,"",0,0,1,0,0,1,0
"Bitter Moon",1992,138,NA,6.8,3085,"",0,0,0,1,0,0,0
"Bizita Q",2001,84,NA,7.1,1327,"R",0,0,1,1,0,0,0
"Black",2005,122,NA,8.4,1013,"",0,0,0,1,0,0,0
"Black Cauldron, The",1985,80,44000000,6.2,1895,"",0,1,0,0,0,0,0
"Black Christmas",1974,98,NA,6.7,1292,"",0,0,1,0,0,0,0
"Black Dog",1998,89,NA,4.7,1374,"PG-13",1,0,0,0,0,0,0
"Black Hawk Down",2001,142,90000000,7.6,32530,"R",1,0,0,1,0,0,0
"Black Hole, The",1979,98,18500000,5.4,3425,"",0,0,0,0,0,0,0
"Black Knight",2001,95,50000000,4.1,3822,"PG-13",0,0,1,0,0,0,0
"Black Narcissus",1947,100,NA,7.9,1725,"",0,0,0,1,0,0,0
"Black Rain",1989,125,14000000,6.3,5636,"",1,0,0,1,0,0,0
"Black Robe",1991,97,NA,7.1,1181,"",0,0,0,1,0,0,0
"Black Sheep",1996,87,NA,5.2,3634,"PG-13",0,0,1,0,0,0,0
"Black Stallion, The",1979,118,2700000,7,1822,"",0,0,0,0,0,0,0
"Black Sunday",1977,143,NA,6.6,1069,"",1,0,0,1,0,0,0
"Black Widow",1987,102,NA,6.2,1631,"",0,0,0,0,0,0,0
"Black and White",1999,98,10000000,5.2,1699,"R",0,0,0,1,0,0,0
"Blackboard Jungle",1955,101,NA,7.4,1262,"",0,0,0,1,0,0,0
"Blade",1998,110,45000000,6.8,24372,"R",1,0,0,0,0,0,0
"Blade II",2002,108,55000000,6.6,17139,"R",1,0,0,0,0,0,0
"Blade Runner",1982,117,28000000,8.2,74749,"",1,0,0,1,0,0,0
"Blade: Trinity",2004,124,65000000,5.7,7439,"R",1,0,0,0,0,0,0
"Blair Witch Project, The",1999,86,35000,6.1,39814,"R",0,0,0,0,0,0,0
"Blame It on Rio",1984,100,NA,5.2,2044,"",0,0,1,0,0,1,0
"Blank Check",1994,93,NA,4.4,1139,"",0,0,1,0,0,0,0
"Blankman",1994,92,NA,4.2,1133,"",1,0,1,0,0,0,0
"Blast from the Past",1999,112,35000000,6.4,9483,"PG-13",0,0,1,1,0,1,0
"Blaue Engel, Der",1930,107,NA,7.8,1810,"",0,0,0,1,0,0,0
"Blazing Saddles",1974,93,2600000,7.7,17166,"",0,0,1,0,0,0,0
"Blechtrommel, Die",1979,142,NA,7.5,2626,"",0,0,0,1,0,0,0
"Bless the Child",2000,107,40000000,5,3814,"R",0,0,0,0,0,0,0
"Blind Date",1987,95,NA,5.4,3533,"",0,0,1,0,0,1,0
"Blind Fury",1989,86,NA,5.6,1472,"",1,0,0,0,0,0,0
"Blink",1994,106,11000000,6.1,1517,"",0,0,0,0,0,0,0
"Blinkende lygter",2000,109,NA,7.3,1998,"",1,0,1,0,0,0,0
"Blob, The",1958,82,240000,6,2143,"",0,0,1,0,0,0,0
"Blob, The",1988,95,9000000,5.5,2484,"",0,0,0,0,0,0,0
"Blood Simple.",1984,97,NA,7.7,9684,"",0,0,0,1,0,0,0
"Blood Work",2002,110,50000000,6.3,5965,"R",0,0,0,1,0,0,0
"Blood and Wine",1996,101,26000000,6,2134,"R",0,0,0,1,0,0,0
"Blood: The Last Vampire",2000,48,NA,6.7,1456,"",1,1,0,0,0,0,0
"Bloodsport",1988,92,NA,5.8,5221,"",1,0,0,0,0,0,0
"Bloody Sunday",2002,107,5000000,7.6,2388,"R",0,0,0,1,0,0,0
"Blow",2001,124,30000000,7.1,18670,"R",0,0,0,1,0,0,0
"Blow Dry",2001,87,NA,6.1,1611,"R",0,0,1,1,0,1,0
"Blow Out",1981,108,18000000,7,3563,"",0,0,0,0,0,0,0
"Blown Away",1992,93,NA,5.1,1340,"",1,0,0,1,0,1,0
"Blown Away",1994,121,NA,5.8,4330,"",1,0,0,0,0,0,0
"Blowup",1966,111,1800000,7.4,4194,"",0,0,0,1,0,0,0
"Blue Chips",1994,108,NA,5.6,1849,"",0,0,0,1,0,0,0
"Blue Crush",2002,104,30000000,5.7,4791,"PG-13",0,0,0,1,0,1,0
"Blue Lagoon, The",1980,104,4500000,4.7,4324,"",0,0,0,1,0,1,0
"Blue Sky",1994,101,NA,6.4,1251,"",0,0,0,1,0,1,0
"Blue Steel",1990,102,NA,5.2,1894,"",1,0,0,1,0,0,0
"Blue Streak",1999,93,36000000,5.8,7952,"",1,0,1,0,0,0,0
"Blue Thunder",1983,108,NA,5.9,2305,"",1,0,0,1,0,0,0
"Blue Velvet",1986,120,6000000,7.7,18756,"",0,0,0,1,0,0,0
"Blue in the Face",1995,83,2000000,6.4,2306,"",0,0,1,0,0,0,0
"Blueberry",2004,124,NA,5.2,1256,"R",1,0,0,0,0,0,0
"Blues Brothers 2000",1998,123,28000000,4.5,5267,"PG-13",0,0,1,0,0,0,0
"Blues Brothers, The",1980,148,27000000,7.7,28964,"",1,0,1,0,0,0,0
"Boat Trip",2002,97,20000000,4.5,2991,"R",0,0,1,0,0,0,0
"Bob Roberts",1992,102,NA,7.1,4317,"",0,0,1,0,0,0,0
"Body Double",1984,114,10000000,6.3,3543,"",0,0,0,1,0,0,0
"Body Heat",1981,113,NA,7.4,5063,"",0,0,0,0,0,0,0
"Body Shots",1999,106,NA,4.9,1805,"R",0,0,0,1,0,0,0
"Body Snatchers",1993,87,NA,5.6,1911,"",0,0,0,0,0,0,0
"Body of Evidence",1993,102,30000000,4.1,2625,"",0,0,0,0,0,1,0
"Body, The",2001,109,NA,5.3,1646,"PG-13",0,0,0,1,0,0,0
"Bodyguard, The",1992,130,NA,5.3,11415,"",0,0,0,1,0,1,0
"Bogus",1996,110,32000000,5,1007,"PG",0,0,1,1,0,0,0
"Boiler Room",2000,118,9000000,6.8,8586,"R",0,0,0,1,0,0,0
"Boksuneun naui geot",2002,121,NA,7.6,1325,"R",1,0,0,1,0,0,0
"Bolero",1984,105,NA,2.6,1298,"",0,0,0,1,0,0,0
"Bom yeoreum gaeul gyeoul geurigo bom",2003,103,NA,8.2,2829,"R",0,0,0,1,0,0,0
"Bon voyage",2003,115,20000000,7.2,1061,"PG-13",0,0,1,1,0,0,0
"Bone Collector, The",1999,118,48000000,6.2,17766,"R",0,0,0,1,0,0,0
"Bones",2001,96,16000000,4.2,1418,"R",0,0,0,0,0,0,0
"Bonfire of the Vanities, The",1990,125,47000000,5,4151,"",0,0,1,1,0,0,0
"Bonnie and Clyde",1967,111,2500000,7.9,12653,"",0,0,0,1,0,1,0
"Boogeyman",2005,89,20000000,4.1,2055,"PG-13",0,0,0,1,0,0,0
"Boogie Nights",1997,156,15000000,7.6,27380,"R",0,0,0,1,0,0,0
"Book of Shadows: Blair Witch 2",2000,90,15000000,4.2,6532,"R",0,0,0,0,0,0,0
"Boomerang",1992,118,42000000,5.1,3530,"",0,0,1,0,0,1,0
"Boondock Saints, The",1999,110,NA,7.7,17935,"R",1,0,0,1,0,0,0
"Boot, Das",1981,216,14000000,8.5,28920,"R",0,0,0,1,0,0,0
"Booty Call",1997,79,NA,4.9,1401,"R",0,0,1,0,0,1,0
"Bor lei jun",1999,99,NA,5.3,1421,"PG-13",1,0,1,0,0,1,0
"Bordello of Blood",1996,72,NA,4.6,2187,"R",0,0,1,0,0,0,0
"Born Yesterday",1950,103,NA,7.5,1275,"",0,0,1,1,0,0,0
"Born in East L.A.",1987,93,NA,5.4,1024,"",0,0,1,0,0,0,0
"Born on the Fourth of July",1989,145,14000000,7,11480,"",0,0,0,1,0,0,0
"Borrowers, The",1997,89,29000000,5.6,1457,"PG",0,0,1,0,0,0,0
"Bottle Rocket",1996,92,7000000,7.4,7286,"",0,0,1,0,0,1,0
"Bounce",2000,106,35000000,5.8,5390,"PG-13",0,0,0,1,0,1,0
"Bound",1996,109,4500000,7.5,11911,"R",0,0,0,0,0,1,0
"Bound by Honor",1993,190,35000000,7.4,2499,"",1,0,0,1,0,0,0
"Bounty, The",1984,126,NA,6.7,3017,"",0,0,0,1,0,0,0
"Bourne Identity, The",2002,119,75000000,7.3,29871,"PG-13",1,0,0,1,0,0,0
"Bourne Supremacy, The",2004,108,75000000,7.3,19878,"PG-13",1,0,0,1,0,0,0
"Bowfinger",1999,97,55000000,6.4,15000,"PG-13",0,0,1,0,0,0,0
"Bowling for Columbine",2002,120,4000000,8.5,36747,"R",0,0,1,1,1,0,0
"Box of Moon Light",1996,112,NA,6.9,1433,"R",0,0,1,1,0,0,0
"Boxer, The",1997,113,NA,6.9,2375,"R",0,0,0,1,0,0,0
"Boxing Helena",1993,107,NA,3.8,2451,"",0,0,0,1,0,1,0
"Boy Who Could Fly, The",1986,107,NA,6,1036,"",0,0,0,0,0,0,0
"Boy and His Dog, A",1975,91,NA,6.4,1555,"",0,0,0,1,0,0,0
"Boys Don't Cry",1999,118,2000000,7.6,14456,"R",0,0,0,1,0,0,0
"Boys and Girls",2000,94,16000000,4.9,3483,"PG-13",0,0,1,1,0,1,0
"Boys from Brazil, The",1978,123,12000000,6.8,2826,"",0,0,0,1,0,0,0
"Boys on the Side",1995,115,21000000,6.1,2775,"",0,0,1,1,0,0,0
"Boyz n the Hood",1991,107,6000000,7.7,10319,"",0,0,0,1,0,0,0
"Brady Bunch Movie, The",1995,90,12000000,5.6,4636,"PG-13",0,0,1,0,0,0,0
"Braindead",1992,97,3000000,7.5,11552,"",0,0,1,0,0,1,0
"Brainscan",1994,96,NA,5.2,1307,"",0,0,0,0,0,0,0
"Brainstorm",1983,106,15000000,6.2,1956,"",0,0,0,0,0,0,0
"Brassed Off",1996,107,NA,7.2,4974,"R",0,0,1,1,0,1,0
"Braveheart",1995,177,53000000,8.3,92437,"R",1,0,0,1,0,0,0
"Brazil",1985,94,15000000,8,30735,"",0,0,1,0,0,0,0
"Bread and Roses",2000,110,NA,7,1172,"R",0,0,0,1,0,0,0
"Breakdown",1997,95,36000000,6.7,7099,"R",1,0,0,0,0,0,0
"Breakfast Club, The",1985,97,NA,7.6,24223,"",0,0,1,1,0,0,0
"Breakfast at Tiffany's",1961,115,2500000,7.7,12246,"",0,0,1,1,0,1,0
"Breakfast of Champions",1999,110,12000000,4.2,2250,"R",0,0,1,0,0,0,0
"Breaking Away",1979,100,NA,7.7,4280,"",0,0,1,1,0,0,0
"Breaking the Waves",1996,158,NA,7.7,10494,"R",0,0,0,1,0,1,0
"Breast Men",1997,96,NA,5.6,1171,"R",0,0,1,1,0,0,0
"Breathless",1983,97,NA,5.3,1424,"",1,0,0,1,0,1,0
"Brewster's Millions",1985,97,NA,5.7,3880,"",0,0,1,0,0,0,0
"Bride & Prejudice",2004,122,7000000,6.3,1503,"PG-13",0,0,1,0,0,1,0
"Bride of Chucky",1998,89,25000000,5.2,4449,"R",0,0,1,0,0,0,0
"Bride of Frankenstein",1935,75,397000,8.1,4734,"",0,0,0,1,0,0,0
"Bridge Too Far, A",1977,176,26000000,7,5527,"",1,0,0,1,0,0,0
"Bridge on the River Kwai, The",1957,161,3000000,8.4,22408,"",0,0,0,1,0,0,0
"Bridges of Madison County, The",1995,135,22000000,6.9,7633,"PG-13",0,0,0,1,0,1,0
"Bridget Jones's Diary",2001,97,26000000,7,24791,"R",0,0,1,0,0,1,0
"Bridget Jones: The Edge of Reason",2004,108,70000000,5.7,6636,"R",0,0,1,1,0,1,0
"Brief Encounter",1945,86,NA,8.3,2583,"",0,0,0,1,0,1,0
"Brigadoon",1954,108,2352625,6.8,1286,"",0,0,0,0,0,1,0
"Bright Lights, Big City",1988,110,NA,5.2,1461,"",0,0,0,1,0,0,0
"Bring It On",2000,98,10000000,6.1,11784,"PG-13",0,0,1,0,0,0,0
"Bring Me the Head of Alfredo Garcia",1974,112,1500000,7.1,1163,"",0,0,0,1,0,0,0
"Bringing Down the House",2003,105,35000000,5.6,6501,"PG-13",0,0,1,0,0,0,0
"Bringing Out the Dead",1999,121,32000000,6.7,13989,"R",0,0,0,1,0,0,0
"Bringing Up Baby",1938,102,NA,8.2,9250,"",0,0,1,0,0,1,0
"Broadcast News",1987,133,NA,7,5008,"",0,0,1,1,0,1,0
"Broadway Danny Rose",1984,84,8000000,7.3,2661,"",0,0,1,0,0,0,0
"Brokedown Palace",1999,100,NA,6.1,4321,"PG-13",0,0,0,1,0,0,0
"Broken Arrow",1996,108,65000000,5.7,14415,"R",1,0,0,0,0,0,0
"Broken Hearts Club: A Romantic Comedy, The",2000,94,1000000,6.8,1712,"",0,0,1,1,0,0,0
"Bronco Billy",1980,116,NA,5.8,1352,"",0,0,1,1,0,1,0
"Bronenosets Potyomkin",1925,66,NA,8.2,6042,"",0,0,0,1,0,0,0
"Bronx Tale, A",1993,121,22000000,7.5,9175,"",0,0,0,1,0,0,0
"Brood, The",1979,90,NA,6.3,1434,"",0,0,0,0,0,0,0
"Brother",2000,114,12000000,7.1,4322,"R",0,0,0,0,0,0,0
"Brother Bear",2003,85,NA,6.6,3780,"",0,1,0,1,0,0,0
"Brother from Another Planet, The",1984,106,300000,6.7,1133,"R",0,0,1,1,0,0,0
"Brothers McMullen, The",1995,98,23800,6.4,2325,"R",0,0,1,1,0,0,0
"Brown Bunny, The",2003,119,10000000,5.1,1045,"",0,0,0,1,0,0,0
"Brubaker",1980,132,NA,6.7,1994,"",0,0,0,1,0,0,0
"Bruce Almighty",2003,101,81000000,6.4,23905,"PG-13",0,0,1,0,0,1,0
"Bubba Ho-tep",2002,92,1000000,7.5,7142,"R",0,0,1,0,0,0,0
"Bubble Boy",2001,84,13000000,5.1,2904,"PG-13",0,0,1,1,0,1,0
"Bud Abbott Lou Costello Meet Frankenstein",1948,90,NA,7.2,1874,"",0,0,1,0,0,0,0
"Buddy Holly Story, The",1978,113,NA,7.2,1124,"",0,0,0,1,0,0,0
"Buena Vista Social Club",1999,105,NA,7.2,3216,"",0,0,0,0,1,0,0
"Buffalo '66",1998,110,1500000,7.2,6652,"R",0,0,1,1,0,0,0
"Buffalo Soldiers",2001,98,15000000,7,3753,"R",0,0,1,1,0,0,0
"Buffy the Vampire Slayer",1992,86,NA,5.4,6825,"",1,0,1,0,0,0,0
"Bug's Life, A",1998,96,45000000,7.4,23184,"",0,1,1,0,0,0,0
"Bugsy",1991,134,40000000,6.6,4159,"",0,0,0,1,0,0,0
"Bugsy Malone",1976,93,NA,6.2,2043,"",0,0,1,0,0,0,0
"Bull Durham",1988,108,7000000,7.1,8434,"",0,0,1,1,0,1,0
"Bulletproof",1996,84,NA,5.4,3613,"R",1,0,1,0,0,0,0
"Bulletproof Monk",2003,104,52000000,5.2,5405,"PG-13",1,0,1,0,0,0,0
"Bullets Over Broadway",1994,98,20000000,7.4,6685,"",0,0,1,0,0,1,0
"Bullitt",1968,113,5500000,7.3,6191,"",1,0,0,1,0,0,0
"Bully",2001,113,NA,7,4913,"R",0,0,0,1,0,0,0
"Bulworth",1998,108,30000000,6.9,8277,"",0,0,1,1,0,1,0
"Buono, il brutto, il cattivo, Il",1966,180,1200000,8.8,30224,"",1,0,0,1,0,0,0
"Bus Stop",1956,96,NA,6.9,1310,"",0,0,1,1,0,1,0
"Business of Strangers, The",2001,84,NA,6.4,1458,"R",0,0,0,1,0,0,0
